name,line
FLIK,"</b> Hey, guys, this is Princess Atta! She's the one that sent me to find you!"
 SOIL,</b> He looks absolutely ferocious!
THORNY,</b> They're our ticket out of this mess!
 FLORA,</b> They came just in time!
ATTA,"</b> No, no, no, wait! This was not supposed to happen."
SLIM,"</b> Mayday, mayday. We're losing the job."
ATTA,</b> We don't fight grasshoppers!
THORNY,"</b> We don't, but they will."
CORNELIUS,</b> Bingo!
FRANCIS,</b> (pops lips) We've gotta sweeten the deal.
FRANCIS,"</b> Your Majesty, ladies and gentlemen, boys and girls of all ages, our troupe here guarantees a performance like no other! Why, when your grasshopper friends get here, we are gonna knock them dead!"
SLIM,</b> These folks are sure hard up for entertainment.
ANT KID,"</b> Come on, come on. Hurry!"
QUEEN,"</b> Honey, relax. You should be proud of yourself. Your instincts on that boy were right on the money."
QUEEN,</b> And to make our official welcome complete... Mr. Soil?
 SOIL,"</b> Yes, Your Highness?"
QUEEN,</b> He's our resident thespian. Last year he played the lead in Picnic.
 SOIL,"</b> The children, and myself, have quickly put together a little presentation in honor of our guests. Dot, Reed, Daisy, Grub?"
GYPSY,</b> Aren't they adorable! They're cute!
GIRL ANT,"</b> The South Tunnel Elementary School second-grade class would like to present you with this, a mural we have drawn of you bugs helping us fight the grasshoppers away."
ROSIE,"</b> Oh, look at the beautiful colors of the blood."
DOT,</b> We drew one of you dying because our teacher said it would be more dramatic.
CIRCUS TROUPE,</b> (gasps)
HEIMLICH,</b> (whimpers)
 SOIL,"</b> I tell you a tale of heroes so bold, who vanquished our grasshopper enemies of old."
ANT BOY,"</b> Look, the last leaf has fallen."
ANTS IN GRASSHOPPER COSTUMES,</b> We are the grasshoppers! Where's our food?!
ANT BOY,</b> Who will come to save us poor ants?
ANTS IN WARRIOR COSTUMES,"</b> We are the warriors, here to defend you!"
ANT KID,</b> I die! Die! Die!
TUCK," Hey, hey, hey!"
FRANCIS, I say we go.
QUEEN," Okay, honey. You're up."
FLIK,"</b> Here, here."
ATTA,</b> (amplified) ...The warriors--
ANTS,</b> (laughing)
ATTA,</b> Thanks.
ATTA,"</b> (amplified) First of all, I'd like to thank the warriors for helping us in our fight against the grasshoppers."
ATTA,"</b> Secondly, I would like to thank Flik..."
ATTA,</b> ...For his forthright thinking--
FLIK,"</b> (amplified) Thank you, Your Highness. Sure, I'd like to take credit for all of this, but, well, that wouldn't be right. Because it was you, Princess Atta. You believed in me and you sent me on my quest."
SLIM,</b> You tell that ant that we need to talk to him right now.
ROSIE,"</b> Okay, okay. All right."
FLIK,"</b> Now, I know that I've made a lot of mistakes in the past. And I hope that this will make up..."
ROSIE,</b> (whispers) Flik!
FLIK,"</b> (quietly) Not right now, Rosie. I'm making a speech. (amplified) Now, I truly believe that these bugs are the answer to our..."
ROSIE,</b> (whispers)
FLIK,"</b> (quietly) No, there's no circus around here. (amplified) So I..."
FLIK,</b> (whimpers)
FLIK,"</b> Your Highness, the warriors have called for a secret meeting to plan for a circus-- CIRCUMventing the oncoming hordes, so they can trapeze-- TRAP them with ease!"
ATTA,"</b> Shouldn't I come, too?"
FLIK,"</b> No! (laughs nervously) Sorry, no, you see, it's classified in the DMZ. Gotta go A.S.A.P. You know, strictly B.Y.O.B. Bye!"
FLIK,"</b> Sorry. Sorry I have to take the warriors away so early, but, you know, they have a lot to get done, with the battle looming and all. So, please, everyone, enjoy the party."
ATTA,</b> B.Y.O.B?
FLIK,</b> Thanks again. Bye. Bye-bye.
FLIK,"</b> Okay, just... Just... Just get in there. Go! Go, go, go!"
FLIK,</b> Circus bugs?! How can you be circus bugs?!
HEIMLICH,</b> What?
FRANCIS,"</b> Hey, hey, hey. You said nothing about killing grasshoppers, pal. You lied to us!"
FLIK,"</b> Are you kidding? Do you know what this is? This, my friends, is false advertising."
MANNY,"</b> How dare you! You, sir, are the charlatan in this scenario, touting your wares as a talent scout, preying upon the hungry souls of hapless artistes. Good day to you, sir."
FLIK,"</b> Wait! No, no! Wait, wait, wait, wait! You can't go. You have got to help me. Give me some time. I'll come up with a plan."
HEIMLICH,</b> Just go tell them the truth!
FLIK,"</b> They can't... They can't know the truth. The truth, you see, is bad. I will be branded with this mistake for the rest of my life. My children's children will walk down the street, and people will point and say, ""Look! There goes the spawn of Flik, the loser!"" Oh... Oh, you know, all right, fine. Yeah, okay. Just go. But if you could just do me a little favor before you leave."
FLIK,"</b> If you could just squish me, that would be great, because when they find out, I'm as good as dead."
ATTA,</b> Flik!
FLIK,</b> Huh?
ATTA,</b> I really do think I should be part of this meeting. Flik!
FLIK,</b> Princess Atta! What a nice surprise.
ATTA,"</b> Just what exactly is going on? I would like to speak with the so-called ""warriors."""
FLIK,"</b> You can't! They are in the middle of a top-secret meeting right now, and they really should not be disturbed now. Right, guys?"
FLIK,"</b> (gasps) Could you excuse me, please?"
FLIK,"</b> Wait, wait, wait! Please, don't go!"
ATTA,</b> I'm not going anywhere. What is going on? Flik?
ATTA,</b> Flik! (groans) I knew it!
FLIK,"</b> Wait! Wait, wait, wait, wait! Please! Don't go!"
FLIK,"</b> No! No, no, no!"
SLIM,"</b> Quick, he's losing it!"
FLIK,</b> You can't go! I'm desperate!
SLIM,</b> Really? I couldn't tell.
DOT,</b> Hmm.
DOT,"</b> Come on, wings."
DOT,</b> (screaming) Help!
ATTA,"</b> Mother, Flik is up to something."
FLIK,</b> No! No!
SLIM,"</b> Okay, Flik, time to put you down now."
SLIM,</b> Get him off me. He's cutting off the circulation to my foot.
FLIK,"</b> No, no, no, no!"
SLIM,</b> Let go!
FLIK,"</b> Oh, please! Please! Don't go!"
ROSIE,"</b> Put the stick down. Flik, I mean it now. Drop the stick. Drop it."
FLIK,</b> Run!
HEIMLICH,"</b> Boy, he runs fast for a little guy."
BIRD,</b> (chirping)
 ROLL,</b> Tweet-tweet! Tweet-tweet!
ATTA,</b> This way.
ATTA,</b> There they are.
ATTA,</b> (gasp) A bird!
DOT,</b> (screams) Flik!
Queen, -Dot!
ADDA, -Dot!
Queen,-My baby!
FRANCIS, I gotcha! I gotcha!
QUEEN, I can't see!  Somebody do something!
SLIM, Are they all right?
HEIMLICH, Can anyone see?
ROSIE, I can't see!
SLIM, What is happening?
MANNY," Good heavens, they're in trouble!"
SLIM," Francis, Francis, Francis, Francis, Francis, Francis..."
flick," You guys, I've got an idea! "
ADDA, Here! I've got it!
DOT," Please, ma'am, wake up! Wake up! (DOT SCREAMS) Help! Help!"
HEIMLICH," Yoo-hoo! Mr. Early Bird! How about a nice, tasty worm on a stick?"
Slim, I'm going to snap. I'm going to snap.
HEIMLICH," Nice and juicy, succulent..."
FLIK, Let's go!
DOT, Flik! Help!
FLIK, Okay.
DOT, Flik!
FLIK,"-It's going to be okay, Dot."
HEIMLICH," Bye-bye, birdie! Help! I'm stuck! Pull me down! Schnell, schnell, schnell!"
ADDA, The caterpillar's using himself as live bait!
MR SOIL, How brave!
SLIM," Suck it in, man!"
FRANCIS, Ow! My leg!
DOT, Flik! (GASPS)
ROLL," Up-a, up-a, up-a, up-a, up-a! Up-a, up-a, up-a, up-a, up-a! (SCREAMS) (ALL SCREAMING)"
ROSIE, What is that?
MANNY," That, my friends, is the sound of applause!"
FRANCIS, Applause... I'm in heaven!
BLUEBERRY TROOP," Our Blueberry troop salutes you bugs for rescuing our smallest member, Princess Dot."
DOT, We voted you our honorary den mother!
FRANCIS, What? Great.
DR FLORA," All right, girls. Let's move your little keisters out of here now. The patient needs her rest, you know. Come on."
FLIK," Oh, sure."
ADDA," Again, thank you all very, very much."
HEIMLICH," Oh, stop. You're too kind."
ALL, Thank you.
ADDA," You don't think I've offended the warriors, do you?"
FLIK, You? No.
ADDA," Oh, good. Because, you see, when you first brought them here, I thought you'd hired a bunch of clowns."
FLIK, You did?
ADDA," Don't tell them I said that. Boy, that's all I'd need, another royal blunder like that."
FLIK," Princess, you're doing a great job."
ADDA," Thanks. You're sweet. You're wrong, but sweet."
ADDA, I know what everyone really thinks.
FLIK, I don't follow you.
ADDA," Everyone, the whole colony. Nobody really believes I can do this job."
FLICK, Waiting for you to screw up.
ADDA," Flik, I owe you an apology."
FLIK, For what?
ADDA," Well, I haven't been that nice to you, and I'm sorry. If there's any way I can make it up to you... Hey! I know! How would you like to be the queen's official aide to the warrior bugs?"
FLIK, Me?
ADDA," Oh, sure. You've got a great rapport going with them, especially after that rescue. It was very brave."
FLIK," Really? No, no..."
ADDA," Well, not every bug would face a bird."
ADDA," mean, even Hopper's afraid of them."
FLIK," Yeah, well, I guess maybe I have..."
FLIK, Say that again?
ATTA," I said, even Hopper's afraid of birds."
FLIK, Thank you.
FLIK, Hopper's afraid of birds!
FRANCIS, And I don't blame him!
FLIK," Oh, oh, oh, this is perfect. We can get rid of Hopper, and no one has to know that I messed up. You just keep pretending you're warriors."
ROSIE," Whoa, Flik, honey. We are not about to fight grasshoppers, okay?"
FLIK, You'll be gone before the grasshoppers ever arrive. It'll be easy. Here's what we do.
MANNY," Not another word. I don't know what you're concocting in that little ant brain of yours, but we'll have no part of it."
VIOLET ANT BOY, Excuse me? Could we get the warriors' autographs?
HEIMLICH, Autographs? Yeah!
BLUE ANT BOY," -Oh, wow! Great!"
FRANCIS, So you fellas catch the action today?
BLUE ANT BOY, The bird went... and it just missed you!
GYPSY, Aren't you sweet?
VIOLET ANT BOY, And the way you pretended to be stuck in that huge crack!
HEIMLICH, That's just all part of the plan.
BLUE ANT BOY," Yeah, yeah."
BLUEANT BOY, And then you dive-bombed into the bush!
MANNY," There you go, my boy."
VIOLET ANT BOY, Wow! Thanks!
BLUE ANT BOY," ""Major..."""
MANNY," That's Major Manny, young cadet. I outrank everyone here, remember that "
MANNY, Dismissed!
VIOLET ANT BOY, Wow!
BLUE ANT BOY," When I grow up, I'm gonna be a praying mantis!"
VIOLET ANT BOY, I'm gonna be a stick bug!
BLUE ANT BOY," Oh, they're all so cool, I can't pick!"
MANNY," (CHUCKLES) Delightful lads. You were saying, Flik?"
FLIK," All right. We are going to build a bird, a bird that we can operate from the inside, which would then be hoisted..."
MANNY," ...Hoisted above the anthill and hidden high in the tree. Then, right when Hopper and his gang are below, we'll launch the bird and scare off the grasshoppers. Now it's going to take..."
ADDA," ...Everyone's involvement to make this plan a reality. I know it's not our tradition to do things differently, but if our ancestors were able to build this anthill, we can certainly rally together to build this bird!"
ADDA, Perfect!
ADDA," Okay, hit your marks!"
ADDA," (CHUCKLES) Hi, Flik."
FLIK, Oh?
DR FLORA," Oh, look. She's a natural mother."
FRANCIS," All right, that's it! Out! Out! Everybody out!"
FRANCIS," Now you're gonna cry, right? You're gonna cry. See if I care. Go ahead and cry. Go ahead."
FRANCIS," Please, don't cry. Please."
FRANCIS, Ta-da! (KIDS CHEERING)
BLUEBERY TROOP," Yeah, Francis!"
THORNY," Okay, lower, lower..."
TUCK," Up, up, up, up, up, up, up, up!"
ROOL," Up, up, up, up, up, up, up, up!"
ROSIE," Rabbit through the hole, chicken in the barn, two by two by, there's the yarn."
ROSIE, Done!
ROLL, Ruben Kincaid!
ALL, Hey! Hey!
ATTA," Good job, guys! Nice work!"
HEIMLICH," Up, down. Up, down. Up, down."
FRANCIS, Huh?
HEIMLICH," Flik, watch out!"
HEIMLICH, Look! I'm a beautiful butterfly!
ADDA," There you go. Good job, fellas."
ADDA, Keep up the good work.
TUCK, You fired!
ROLL, You fired!
WATERSKIING GRASSHOPPER,</b> Look at me! I'm barefooting!
SUNBATHING GRASSHOPPER,"</b> Yo, bugito! Dos granitos, pronto!"
WATERSKIING GRASSHOPPER,"</b> You gotta try this, man!"
GRASSHOPPERS,"</b> La cucaracha, la cucaracha, da da da da da da..."
GRASSHOPPER,"</b> We have more than enough food, and if we go all the way back there and it starts to rain, we might as well be suckin' bug spray."
MOLT,"</b> Ooh! Don't even say that! You know somethin'? You're making a lot of sense. I mean, why take the risk? You should tell Hopper."
GRASSHOPPER,"</b> Good idea! But, you know, it's really not our place. I mean, you're his brother. That makes you, like, uh... The vice president of the gang."
MOLT,"</b> Wow! It kind of does, doesn't it? Okay, I'll tell him. Boy, I should talk to you guys more often."
GRASSHOPPER,</b> What if Hopper doesn't like it?
GRASSHOPPER,"</b> Then at least the genius will get smacked, and not us."
MOLT,"</b> Vice President Molt. Yeah, that's good. Oh, that's good."
HOPPER,"</b> A little lower. Lower, lower."
MOLT,"</b> Heya, Hop."
HOPPER,</b> Go away.
MOLT,</b> That's fine. Then I won't tell you my idea.
HOPPER,</b> Good!
MOLT,"</b> Okay, okay. I'll tell you anyway. You see, I've been thinking, okay, which is something that I do. You know, being vice president and all. And thi-this is a thought, and it was mine: why go back to Ant Island at all? I mean, you don't even like grain."
HOPPER,</b> What?!
MOLT,"</b> You're right. I didn't think it was such a good idea, myself. Actually, it wasn't even my idea. It was Axle and Loco's! They talked fancy to me. I got confused!"
HOPPER,"</b> Guys... Order another round, because we're stayin' here!"
HOPPER,"</b> What was I thinking? Going back to Ant Island. I mean, we just got here, and we have more than enough food to get us through the winter, right? Why go back?"
HOPPER,</b> But...there was that ant that stood up to me.
GRASSHOPPER,"</b> Yeah, but we can forget about him!"
GRASSHOPPER,"</b> Yeah, it was just one ant."
GRASSHOPPER,</b> Ooh! One ant! 
HOPPER,"</b> (laughs) Yeah, you're right! It's just one ant!"
GRASSHOPPER,"</b> Yeah, boss! Heh. They're puny!"
HOPPER,"</b> Hmm. Puny. Say, let's pretend this grain is a puny little ant."
HOPPER,</b> Did that hurt?
GRASSHOPPER,</b> (chuckles) Nope.
HOPPER,"</b> Well, how 'bout this one?"
GRASSHOPPER,</b> Are you kiddin'?
HOPPER,"</b> Well, how 'bout this?"
GRASSHOPPERS,"</b> (screaming, fades)"
HOPPER,"</b> You let one ant stand up to us, then they all might stand up. Those puny little ants outnumber us a hundred to one. And if they ever figure that out, there goes our way of life! It's not about food. It's about keeping those ants in line. That's why we're going back!"
HOPPER,</b> Does anybody else want to stay?
MOLT,"</b> He's quite the motivational speaker, isn't he?"
HOPPER,</b> Let's ride!
ANT, To the bird!
ALL, The bird!
ALL, (CHANTING) Hey!
DR FLORA," Get down, rolly boys!"
SLIM, How low can you go?
SLIM, How low can you go?
SLIM," Do it, princess. How low can you go?"
ROSIE," And that's how my 12th husband died. So now I'm a widow. I mean, I've always been a black widow, but now I'm a black-widow widow."
MR SOIL, Thorny! Any sign of those fiends?
THORNY, Let me check.
THORNY," No, not yet. But we'll be ready for them."
FRANCIS," Blueberries, dismissed! And quit beating the boys up. Those little raisins do grow on you."
FLIK," Hey, how you guys doing? Some party, huh? Is that grain dip fresh or what? Okay. I've told everyone you'll be stationed deep in the command bunker. Party quiets down, I sneak you out the back way, and then you're out of here forever."
ROSIE," Well, if Dim stays, he's gonna need me here. He's not fully trained. I mean, house-trained."
FRANCIS, I... I kind of promised the Blueberries I'd teach them canasta.
GYPSY, It seems we've been booked for an extended engagement.
ADDA, Will you look at this colony? Will you just look at this colony? I don't even recognize it.
CORNELIUS, I feel 70 again!
QUEEN," Work that ab, baby!"
ADDA," And I have you bugs to thank for it. So, thank you! And thank you for finding them, Flik."
FLIK, Me?
FLIK," Oh... I'll get it. I mean, if you don't mind, I'll just, I'll just... "
ADDA, It's all tangled up.
FLIK, There.
ADDA, I think I'll go check on the bird.
ADDA, Bird's this way.
FLIK," Yeah, the bird's that way."
THORNY, Jiminy H. Cricket!
FLIK, They're back!
ADDA," Get ready, everybody! Get to your posts!"
ADDA," Battle stations, everyone. This is not a drill!"
ADDA," Come on, everyone. You know your jobs!"
ADDA," et's go, go, go, go!"
ANT, Look out!
DIM, It's P.T.
CORNELIUS, Ain't that Staff Sergeant Slim?
FLIK," Nope! No, no, no. I'm sorry, no. I've never seen anyone like that around here."
SLIM, Be quiet!
FLIK, No one has ever seen anyone like that around here.
FLIK," So you'll probably want to get going. I guess you've got a lot of other anthills to check into, so bye!"
FRANCIS, P.T.!
 FLEA," I'm serious! Word of mouth got around. The next day, there was a line of flies outside the tent, went on forever!"
ROSIE," P.T., no!"
ADDA," You mean, you're not warriors?"
THORNY, You mean to tell me that our entire defensive strategy was concocted by clowns?
FRANCIS, We really thought Flik's idea was gonna work.
FRANCIS, Oops.
ANNA, Tell me this isn't true.
FLIK," No, you don't..."
FEMALE ANT, We haven't collected any food for the grasshoppers!
THORNY, If Hopper finds out what we almost did--
QUEEN, Hopper is not going to find out. We're going to hide all this and pretend it never happened. You bugs were never here. So I suggest you all leave.
FLIK, But the bird! The bird will work.
QUEEN , I never thought I'd see the day when an ant would put himself before the rest of his colony.
